Age,Gender,Income,SpendingScore,PurchaseAmount,ProductCategory,PaymentMethod,City,State,Country,IsActive,Returns,DiscountUsed,ReviewScore,Browser,Device,SessionTime,Churn,Year,Month
64,1,109541,80,4651,0,1,0,1,3,2,0.9984059511158342,2,1.640075365234702,0,3,18,1,2023.0,1.0
42,1,38909,24,1432,3,3,1,0,0,2,0.9984059511158342,0,2.3802816082820137,3,0,131,1,2023.0,1.0
18,2,97701,32,3925,3,4,1,1,2,1,1.0,0,1.1351648744917129,1,2,156,0,,
31,0,102970,57,844,2,4,2,4,3,0,0.0,2,1.228490929501783,3,1,90,1,,
21,0,91180,6,561,4,3,0,2,1,2,0.9984059511158342,1,4.051254431455285,3,0,45,1,,
20,0,71571,54,948,2,2,1,1,0,1,0.9984059511158342,1,1.6245284346821571,1,0,172,0,2023.0,1.0
40,0,113677,90,2052,2,0,0,2,0,1,2.0,2,4.912779483907583,3,2,214,0,2023.0,1.0
35,1,107235,74,273,2,2,3,1,1,2,0.0,1,3.8431072243540743,0,3,171,0,,
33,0,69272,89,4868,2,3,2,4,0,2,0.9984059511158342,1,4.468978010566564,2,1,114,0,,
42,1,82008,40,1027,4,0,3,1,3,1,0.9984059511158342,0,1.105754276426675,1,1,289,1,,
43,1,37279,16,110,3,1,0,1,1,1,2.0,0,1.219322917437739,0,1,199,1,2023.0,1.0
64,2,97681,47,1786,0,0,2,0,2,1,2.0,1,4.962132753467911,3,3,196,1,2023.0,1.0
66,2,96286,50,2532,4,3,0,1,1,2,1.0,2,2.328913455399879,2,1,3,1,2023.0,1.0
30,2,108242,98,4552,4,2,3,3,1,1,0.9984059511158342,0,3.6397873453776186,3,1,230,0,,
33,0,95147,98,3698,0,4,3,0,2,0,0.0,2,1.1132755996732877,1,3,241,0,,
36,0,92728,5,124,1,4,0,3,0,0,1.0,2,2.382039250375892,2,1,12,0,,
54,0,115494,20,4020,3,2,1,1,2,0,2.0,2,2.9617205428093305,2,1,3,1,,
54,2,52210,81,1614,2,4,3,3,1,0,0.9984059511158342,0,2.482312087924784,3,0,87,1,2023.0,1.0
55,0,73938,51,4326,3,0,2,0,1,2,0.0,0,2.2548082400541745,1,0,168,0,,
39,2,43238,30,1322,4,4,3,4,3,2,2.0,1,2.787328086607383,3,0,76,0,,
20,0,58575,1,4075,2,0,1,4,1,0,1.0,0,3.1831524097133754,0,0,251,0,2023.0,1.0
59,1,103768,65,2140,4,0,4,2,0,2,2.0,0,2.772858376588103,2,1,101,1,2023.0,1.0
59,1,22459,73,4824,4,1,4,2,1,1,1.0,0,1.0654725198502253,2,1,2,1,,
62,1,46745,56,3060,0,2,0,0,3,1,0.9984059511158342,2,2.490419083927105,0,3,224,0,,
20,2,105779,78,4804,4,3,2,1,0,2,1.0,2,1.3766448887189209,2,3,132,0,,
52,1,118841,26,3377,3,3,3,1,3,2,1.0,0,3.000988824530741,0,1,6,0,,
69,0,89392,39,1594,1,3,0,3,3,1,2.0,2,1.8192481097087327,0,0,176,1,,
54,1,70690,42,870,3,2,2,2,3,2,1.0,2,3.7267275932684094,1,0,57,1,,
50,1,63663,71,2820,4,2,1,2,0,2,1.0,0,3.883035974528197,1,0,52,1,,
56,1,30110,18,3387,3,2,1,0,3,2,0.9984059511158342,1,4.340045674633903,1,3,230,1,,
61,1,21128,35,1577,3,2,1,4,3,1,1.0,2,3.799743995040607,1,2,141,0,,
20,1,102208,43,2226,0,4,4,1,3,2,0.0,0,3.494673504359424,1,2,9,0,,
38,0,76815,1,765,4,1,2,3,0,0,1.0,2,2.6744929783853992,3,3,209,1,,
19,0,67653,62,1597,1,0,4,0,1,2,0.0,1,2.665479630366386,3,2,158,1,,
49,0,49894,47,1395,3,4,0,2,0,1,2.0,2,4.049559329214664,2,1,42,1,,
40,0,81901,82,1276,0,0,3,3,1,2,1.0,1,2.1188373104040545,1,3,103,1,,
41,1,81455,66,3984,2,2,2,3,3,1,2.0,1,1.576462334971552,0,0,270,0,,
44,1,20944,26,1802,0,1,0,3,2,2,1.0,0,3.7165829799226553,2,0,20,0,,
36,0,53971,78,2233,0,0,4,2,1,1,2.0,2,1.7855504031358818,0,1,169,1,,
66,0,47414,30,318,1,3,3,0,1,2,2.0,0,3.511040541657911,1,2,15,1,2023.0,1.0
28,1,24833,68,3660,1,0,3,2,1,2,2.0,0,4.876942561954335,3,3,201,0,2023.0,1.0
47,1,53583,91,231,2,4,0,3,1,0,2.0,2,1.6518050897013694,1,1,29,1,,
52,2,62244,67,716,3,2,2,4,2,0,1.0,1,1.1066472089693131,3,0,39,0,2023.0,1.0
26,2,22036,98,841,1,4,3,1,3,1,1.0,2,3.523586593476817,1,0,86,0,,
22,0,63284,56,1363,2,1,3,2,3,0,0.0,2,2.6431115549422586,0,2,241,0,,
22,1,23535,67,3379,3,3,0,4,0,2,0.0,2,2.9336831504211243,0,1,190,0,,
32,2,53525,29,622,1,3,1,3,3,2,2.0,0,3.378410571972318,3,1,20,0,,
68,1,111735,87,3809,4,1,1,0,3,1,1.0,1,4.05426274956835,0,3,266,0,2023.0,1.0
55,2,47399,27,469,4,2,0,1,2,2,0.0,1,3.210001399182221,3,2,20,1,2023.0,1.0
69,1,56491,36,2949,4,4,3,1,1,0,1.0,0,3.549541893719357,2,0,264,0,,
33,1,106711,27,4800,4,1,4,3,0,2,0.0,1,1.9337940587783693,2,2,174,0,,
41,1,56212,5,1256,0,3,4,1,2,0,1.0,0,1.3968061527572515,2,1,259,0,,
53,0,67928,13,262,4,3,0,1,2,2,2.0,1,1.822702855327857,1,1,164,1,,
26,2,110787,49,1465,4,3,1,3,0,2,0.0,2,1.722080363535755,3,0,279,0,,
47,1,78382,32,1345,3,0,1,2,2,2,0.9984059511158342,2,3.9469558996271936,3,2,154,0,,
29,2,47915,23,3951,0,3,2,0,0,1,0.0,1,3.230609803310924,1,2,10,1,,
29,0,82457,12,847,1,4,3,3,1,0,0.0,1,3.776794231716453,1,3,200,1,,
20,0,24646,61,981,2,3,4,1,2,0,1.0,1,2.416240522590358,1,1,172,1,2023.0,1.0
29,0,84892,28,1030,3,3,1,1,1,2,0.0,2,4.170191155413111,2,3,166,0,,
52,1,101007,17,2538,1,0,3,3,0,1,0.9984059511158342,1,4.7912712473261125,3,1,260,0,,
47,2,33189,21,3234,2,2,3,3,1,1,0.0,0,4.133597705407162,2,0,68,0,,
64,0,25079,31,4272,1,1,1,3,3,0,2.0,0,1.5601327061418928,0,3,102,0,2023.0,1.0
29,2,77153,32,876,1,1,4,4,0,0,1.0,0,3.764846679411736,0,2,246,1,,
24,2,54033,62,2311,2,3,4,3,0,0,0.9984059511158342,1,4.396411180092647,0,0,225,0,,
39,2,63665,68,4939,4,4,1,0,1,2,1.0,2,4.387548078900246,0,1,31,0,2023.0,1.0
30,2,45103,42,3720,1,0,1,4,3,0,0.0,0,1.5340278335878477,0,1,123,0,,
45,1,43447,1,4050,2,4,3,0,3,0,0.9984059511158342,0,3.90243231336327,0,2,171,1,2023.0,1.0
23,0,95863,15,4833,3,3,4,3,2,2,0.0,1,1.2931202984422288,2,0,97,1,2023.0,1.0
39,0,21924,28,3423,2,2,4,4,1,1,2.0,1,1.692895651767468,1,2,261,0,,
59,2,93757,96,2361,1,2,2,4,1,2,0.9984059511158342,1,2.7188406564711323,1,2,181,1,,
23,1,27704,16,4713,2,4,1,3,1,0,0.0,0,3.473710882728222,1,3,128,1,,
49,0,59950,71,3957,0,3,0,2,1,0,1.0,0,3.1831038379745507,1,3,265,0,2023.0,1.0
37,2,95287,52,422,1,2,1,1,0,0,0.0,0,2.559374729432645,2,0,30,1,,
54,2,21502,84,1955,3,1,2,1,2,0,2.0,0,1.1657545438142964,0,1,216,0,,
65,0,81256,56,4274,4,3,4,4,3,1,0.9984059511158342,1,3.67005224553864,0,2,282,1,,
29,0,43880,31,914,2,2,2,4,1,2,2.0,0,3.987189744981363,2,0,77,1,,
23,2,54296,54,2561,4,4,0,4,3,0,0.9984059511158342,1,4.814120088019084,1,1,101,1,2023.0,1.0
40,1,36911,61,3830,3,4,1,3,3,1,0.9984059511158342,0,4.41513694934712,3,1,100,1,,
33,2,79252,73,4364,4,1,1,0,2,2,2.0,0,3.215088995468358,3,2,271,1,2023.0,1.0
48,0,83220,67,2070,4,1,4,4,3,0,0.0,1,3.5645124811445927,0,0,191,0,,
37,1,90825,58,1924,0,1,2,1,3,2,0.9984059511158342,1,4.102430205424669,0,3,170,0,2023.0,1.0
42,1,56533,31,1493,0,3,1,4,3,0,0.0,1,3.1319828731699757,1,2,21,1,2023.0,1.0
57,2,56135,81,1993,0,4,3,0,0,2,0.0,2,1.0581328072140923,3,3,48,1,,
24,0,66732,63,2056,1,0,2,2,0,0,2.0,2,2.867503774460142,0,1,213,0,,
56,0,84377,98,2438,1,2,0,3,1,2,0.9984059511158342,2,3.4483280588041594,3,3,122,0,2023.0,1.0
57,0,71626,38,3713,1,1,2,4,2,0,1.0,2,3.775209087209303,2,2,249,0,2023.0,1.0
18,0,60498,58,3783,0,3,1,1,0,0,1.0,2,2.013297887451604,2,3,259,0,,
20,0,108993,29,1670,3,3,2,4,2,0,0.0,0,4.592348913363015,1,3,9,0,,
19,2,92254,32,4528,0,0,1,1,1,1,0.0,2,1.287394126001288,1,2,159,0,2023.0,1.0
25,0,38781,54,4997,2,2,3,2,2,2,2.0,2,4.768995494978556,1,0,168,1,,
36,1,95705,63,1568,1,0,3,1,0,0,0.9984059511158342,2,4.131297232186739,2,3,156,1,2023.0,1.0
33,0,23212,99,3818,4,1,2,3,2,2,0.0,2,4.927846061272657,0,0,197,1,2023.0,1.0
45,1,115525,66,693,1,3,2,1,1,0,0.0,1,3.76091695139732,3,3,62,0,,
47,0,100146,23,903,0,0,0,1,0,0,0.0,1,1.437119273834726,2,0,144,0,,
53,1,103456,95,2716,4,4,3,3,2,1,2.0,2,3.684633243858989,2,0,211,1,,
51,2,84226,34,4616,1,3,0,0,3,2,0.9984059511158342,0,1.960659989743923,0,3,172,0,2023.0,1.0
26,2,87509,91,261,2,3,3,1,2,2,0.0,0,2.000276959478346,2,3,265,1,,
18,1,26764,61,4610,0,3,1,3,3,2,0.0,1,3.0290938557748337,2,1,232,0,2023.0,1.0
51,0,68228,15,3218,3,1,4,0,2,1,1.0,2,3.253244240607849,2,1,169,1,,
56,1,74238,94,2481,3,3,1,0,2,2,1.0,0,1.4915197677559968,1,0,45,1,,
51,1,81401,64,2832,4,1,2,3,2,1,2.0,0,2.6378202195322387,0,2,40,0,,
25,2,65439,60,3772,1,4,4,4,0,1,0.0,0,4.187453925639755,2,0,75,1,2023.0,1.0
50,1,37671,23,1349,3,1,0,4,0,0,0.9984059511158342,0,3.378855864984525,2,1,184,1,2023.0,1.0
39,0,22260,34,223,3,1,2,2,1,2,0.9984059511158342,1,4.163924563597736,3,1,98,0,2023.0,1.0
32,1,79056,54,3006,2,0,3,1,0,2,0.0,0,2.546083734984761,2,1,8,1,,
61,1,76888,43,811,0,2,4,3,2,2,2.0,0,1.518607259774582,1,0,90,1,,
44,0,66940,85,4149,0,4,4,3,0,0,0.9984059511158342,1,3.1331851343283152,0,3,177,0,,
25,0,71553,88,3428,3,1,2,3,0,0,2.0,0,2.0082867189489875,2,3,114,1,,
29,2,43341,45,1538,3,1,4,1,1,0,1.0,1,2.698852496940007,1,1,81,0,,
29,0,28983,92,3239,3,1,2,4,2,0,0.9984059511158342,0,3.365521255310937,2,1,272,1,2023.0,1.0
35,2,69395,43,3336,4,3,1,0,3,2,2.0,2,2.1155284211890373,2,1,106,0,,
28,1,108281,59,2598,2,1,0,4,2,0,0.9984059511158342,0,1.0762494981476842,1,0,195,1,,
28,1,81756,48,2813,1,3,3,3,0,1,2.0,1,1.9615050139148087,2,2,219,0,,
31,1,104743,57,1715,2,4,2,0,1,1,0.9984059511158342,2,3.2713234639561803,3,1,281,1,,
39,1,38688,57,2455,2,2,4,4,1,2,0.0,2,4.335926315864642,1,3,231,1,,
39,0,110724,86,3471,0,1,1,2,0,2,0.9984059511158342,1,3.127944629585649,0,3,121,1,,
52,1,107122,36,1925,2,4,2,4,1,1,2.0,1,2.9328573304601817,0,3,108,0,2023.0,1.0
64,1,58311,76,1928,4,0,1,0,3,0,0.0,0,1.094328870735939,0,1,280,0,,
41,2,51457,17,4565,0,4,3,0,0,2,0.0,2,4.679015374250293,1,1,287,0,,
40,0,118092,39,1455,1,0,0,4,1,2,1.0,2,3.013982684000311,3,0,180,1,,
18,0,61340,26,3992,3,1,2,0,0,1,2.0,2,1.922004343220748,1,2,124,1,,
62,1,28118,31,790,1,1,0,1,0,0,1.0,0,4.830237599240739,3,2,283,1,,
58,0,31441,41,4135,2,0,1,4,1,2,0.9984059511158342,0,2.599667658933944,2,3,104,0,,
49,2,118718,25,3879,1,1,1,0,0,0,0.9984059511158342,1,2.387990406673417,1,2,16,1,,
28,1,54600,50,1639,1,3,1,4,2,2,2.0,1,4.978896850749711,3,0,71,1,,
51,1,81009,6,3540,4,2,4,3,1,2,1.0,2,1.819968324751409,3,1,175,1,,
25,2,90897,31,237,4,1,0,4,3,0,0.0,2,4.226310604352367,3,3,122,1,,
54,1,75547,77,1056,4,4,1,1,3,0,1.0,2,2.556755802278355,2,3,232,1,,
40,1,46797,87,3384,4,2,4,1,1,2,1.0,2,4.658968544526056,0,1,234,1,,
32,0,97870,10,1831,2,1,1,2,2,2,2.0,1,3.685810259835756,3,1,68,1,,
34,2,63826,18,408,2,4,2,1,0,0,1.0,0,4.4294566886401245,3,0,290,0,,
58,1,60934,80,1367,1,2,1,1,0,2,1.0,1,4.264772048714169,0,2,220,0,2023.0,1.0
42,1,110245,20,4289,4,3,4,2,1,2,1.0,1,2.765946152957789,1,3,149,0,,
27,2,26805,7,1720,3,4,1,4,0,1,1.0,1,1.4552141125242617,3,1,154,1,,
42,1,105550,13,3614,4,2,1,0,1,0,2.0,0,2.8318379613269338,2,3,69,1,,
50,0,58712,65,3014,0,3,0,1,0,0,2.0,0,1.3713371263380498,3,1,27,0,,
20,0,107710,36,1526,1,4,4,3,1,0,1.0,0,3.737429609441533,3,3,134,0,,
65,1,118204,59,2099,0,3,3,2,2,2,0.9984059511158342,1,3.8666309973065935,2,2,75,1,,
25,0,39544,29,481,2,4,1,0,3,0,2.0,2,1.801449782146596,0,2,279,0,,
65,1,22708,68,1136,4,4,3,4,2,2,0.9984059511158342,1,2.157177444834772,0,2,270,0,,
55,0,118759,15,903,3,3,0,3,3,0,0.0,2,1.4562438465409806,3,1,225,1,,
33,0,39522,13,2854,2,4,4,2,1,2,1.0,1,2.7122236911826283,2,2,143,1,,
20,2,75309,8,3671,0,1,2,2,2,0,1.0,0,2.3034845551125853,1,1,114,1,,
50,1,94474,28,1929,0,1,0,3,2,1,2.0,2,3.9020504680999513,1,2,264,0,,
33,1,62220,34,4438,0,0,4,0,3,1,0.0,1,3.6982254362082543,0,1,140,1,,
20,2,59767,99,3206,0,2,2,2,3,2,2.0,0,3.1292326951357783,1,1,235,0,,
64,1,65565,2,946,0,2,0,1,1,2,2.0,0,2.7421102370693995,2,0,29,0,,
43,0,119065,93,2156,1,3,1,1,0,1,1.0,1,2.4277964617622447,3,0,262,1,,
66,1,38891,78,955,3,3,4,4,2,2,0.9984059511158342,2,2.428871560023992,3,0,79,0,,
68,1,86330,79,3121,0,4,4,4,0,1,0.0,2,4.697438827084486,2,0,86,1,,
62,1,36979,78,1428,1,1,2,4,2,0,2.0,2,1.526209132236573,0,1,164,1,,
27,0,77207,11,2419,2,2,1,0,1,2,1.0,2,4.869540901667309,0,0,212,1,,
29,1,77730,59,3595,1,3,2,4,1,0,0.0,2,2.633002990728341,2,0,157,1,,
62,0,38013,33,790,3,1,3,1,0,1,0.9984059511158342,1,1.8653683981291105,1,2,177,1,,
49,1,41309,66,2413,4,4,1,2,2,0,2.0,2,1.411424502969322,1,1,69,1,,
46,0,103137,58,3281,1,4,0,0,2,1,0.0,1,3.5058693214680905,3,0,260,1,2023.0,1.0
60,0,58244,60,4534,2,0,4,2,3,0,2.0,1,2.2860185043769934,0,2,141,0,,
61,1,91694,47,655,4,3,1,4,3,0,1.0,1,3.9994853529549577,2,2,248,0,,
45,1,93633,27,748,4,2,2,0,0,1,1.0,1,3.3123119745883605,2,1,97,1,2023.0,1.0
41,0,113337,91,3818,4,1,1,3,2,2,0.0,1,2.302491556173407,1,3,193,1,,
33,1,53642,86,136,4,4,4,2,1,2,2.0,1,1.6885817371262473,3,2,146,1,,
33,1,107977,61,2058,0,2,0,4,1,2,2.0,2,4.252793652540239,0,0,113,1,,
45,0,47453,49,2310,0,0,2,1,0,0,2.0,2,2.760286725564147,3,2,162,1,,
45,0,98004,17,3967,3,2,2,3,0,1,2.0,2,4.111717361586072,2,1,150,1,,
40,0,117697,3,179,0,2,3,3,3,0,2.0,0,3.9951501123650375,3,3,139,1,2023.0,1.0
42,0,95720,68,1374,3,0,2,2,0,1,2.0,2,4.710302758755201,2,2,139,1,,
40,0,74604,92,3624,0,2,2,2,1,0,2.0,2,1.2498762617300354,1,3,62,0,2023.0,1.0
63,1,70029,8,895,1,3,0,1,0,0,2.0,2,1.7197903247133506,1,3,65,1,2023.0,1.0
67,2,73281,79,2345,0,3,4,1,2,2,0.0,0,3.3985497517121286,3,0,204,0,,
25,1,48900,58,1402,1,2,2,2,2,1,2.0,0,1.52448963198416,0,0,155,0,,
52,1,62321,70,2247,2,4,0,3,3,1,0.9984059511158342,2,4.317832494659853,0,3,214,1,,
19,2,88682,87,2303,3,2,0,4,3,2,0.9984059511158342,2,1.0279231655679433,0,1,161,1,,
57,0,39416,36,496,4,3,0,1,0,2,1.0,0,1.0080426671347182,3,0,238,1,2023.0,1.0
58,2,116299,87,4761,0,4,2,2,1,2,0.0,1,4.699867897892178,2,0,249,1,,
60,1,101490,85,1052,1,1,2,4,0,2,2.0,1,3.657700535333409,3,0,89,0,,
40,0,68127,24,211,0,0,3,2,1,2,1.0,0,4.04721558116289,1,2,82,1,,
44,1,98590,87,4962,0,2,2,4,2,2,0.0,1,4.14716348100804,1,3,51,1,2023.0,1.0
49,1,104631,30,4314,3,3,4,3,3,0,0.0,0,2.4008871038442723,1,3,120,1,,
54,1,77988,59,2215,1,0,1,2,0,0,0.9984059511158342,1,4.844133818895848,1,1,244,0,,
20,1,102681,96,3982,4,4,0,3,0,1,2.0,1,3.144032427608793,1,2,158,1,,
52,2,83394,74,2434,4,0,0,0,0,1,0.0,2,3.711015930262016,2,0,43,1,,
63,0,23093,33,4678,2,3,0,2,2,0,0.0,2,3.2419345130585024,1,1,280,1,2023.0,1.0
36,1,83397,53,2482,3,3,3,1,1,2,1.0,0,2.6796693833276697,1,3,22,1,2023.0,1.0
36,2,70062,49,4200,1,4,4,3,0,2,1.0,2,3.798014021735809,1,3,33,1,,
22,0,47452,46,2234,4,1,1,3,3,1,0.9984059511158342,0,4.383916158543434,3,2,279,1,,
50,1,62865,56,1935,0,1,1,3,0,0,2.0,2,4.695244245740319,1,1,242,0,,
20,2,59846,37,4155,0,0,1,2,0,0,1.0,1,1.2855924547702426,0,2,218,0,2023.0,1.0
29,1,84829,72,2663,0,4,2,4,0,2,2.0,1,4.905948350461884,3,2,228,1,2023.0,1.0
19,0,119430,7,2804,1,2,4,0,1,0,0.9984059511158342,0,4.928521211166689,1,2,124,0,,
28,1,32683,48,1942,2,2,2,0,1,0,0.9984059511158342,0,4.296125148328835,0,0,93,1,,
42,0,35863,23,527,2,2,3,0,2,0,1.0,2,1.012797005446077,3,3,165,1,,
58,0,77014,41,1121,0,3,3,2,2,2,0.9984059511158342,2,1.2782686525581677,0,3,139,1,2023.0,1.0
35,0,33470,64,1047,0,3,3,3,0,0,2.0,2,3.7395678950786224,2,3,96,1,,
31,0,45168,36,392,3,3,4,4,3,0,2.0,0,3.908674849992268,0,0,90,1,,
19,2,63039,50,4996,1,0,1,0,2,1,0.0,2,1.2984946466460197,3,0,202,0,2023.0,1.0
47,1,76974,57,1671,0,1,1,1,3,0,2.0,1,3.3400170647577534,3,1,42,1,,
66,1,94092,92,4663,4,3,2,2,1,0,0.0,2,4.10159828605045,0,0,32,1,,
42,1,106426,14,4378,2,0,0,3,3,0,0.9984059511158342,1,3.340905955724014,1,3,234,0,2023.0,1.0
32,1,68738,17,1091,3,4,4,1,3,2,1.0,0,3.99513718873822,1,3,66,0,,
24,0,54980,74,1507,4,0,2,3,3,2,0.0,1,4.748138428301708,2,1,284,1,2023.0,1.0
24,0,55999,51,763,4,4,2,1,3,1,1.0,1,4.194849188961938,2,3,231,1,2023.0,1.0
57,2,94489,77,2289,1,1,2,4,1,1,0.9984059511158342,1,2.8732385673739653,3,3,242,0,,
45,0,94312,40,4266,4,3,4,1,1,0,1.0,2,3.709782215375084,1,2,178,0,,
40,2,43446,24,3548,0,0,0,2,1,2,2.0,0,2.462250561111872,3,0,96,1,2023.0,1.0
59,0,56394,61,4847,2,4,0,0,2,0,0.0,2,3.929277277629061,2,2,159,0,2023.0,1.0
22,1,77893,47,4899,2,0,0,0,0,1,0.0,1,2.029266680756239,3,1,13,0,,
54,0,72870,57,202,3,2,3,0,1,0,1.0,2,4.746150309295625,2,3,171,0,,
40,0,75371,8,705,1,2,1,4,1,0,1.0,2,1.3427672423623205,2,2,90,1,2023.0,1.0
32,1,100879,69,2636,0,2,1,3,2,1,0.0,2,3.549730422186586,2,1,169,0,2023.0,1.0
27,0,111110,68,339,0,4,2,0,2,0,0.0,2,4.976616302450676,1,1,99,0,,
48,2,91718,79,307,3,3,4,3,0,0,0.0,0,1.4934816033823537,1,2,225,1,,
33,1,117553,26,2452,3,0,4,0,0,0,0.0,0,1.388813330779834,3,1,100,0,,
57,0,104787,37,4593,4,1,2,0,0,2,0.9984059511158342,1,3.576824595624322,0,3,136,1,,
43,0,48064,3,328,1,1,1,1,0,0,1.0,2,4.017701821526863,2,2,4,1,2023.0,1.0
47,0,20671,98,2157,0,0,3,3,2,0,0.9984059511158342,2,1.4184506730953172,3,1,118,0,,
19,1,101304,58,4164,3,2,2,2,2,0,0.9984059511158342,1,2.513799478051838,3,0,232,0,2023.0,1.0
54,2,45017,45,3571,0,1,4,4,3,0,0.0,2,4.969431529775099,3,0,240,0,,
54,0,116032,53,4874,2,3,0,2,0,2,0.0,1,2.38159111419948,2,0,208,1,,
49,0,65798,7,2035,3,4,3,0,1,2,1.0,0,4.607582700352495,1,2,255,1,,
52,1,97066,34,2266,4,1,0,1,2,2,0.0,0,4.313946504534094,1,1,276,0,2023.0,1.0
54,0,112561,97,2364,3,2,3,0,1,2,0.9984059511158342,0,1.186274283227922,1,2,108,1,,
57,0,118938,53,345,4,0,2,1,1,0,0.9984059511158342,2,4.995620819566643,0,2,177,0,,
27,0,24300,77,1964,3,2,1,1,2,0,1.0,2,2.766456473630387,0,1,171,0,,
23,0,70192,80,937,4,1,1,4,1,0,0.0,1,4.327637086671643,3,2,239,1,2023.0,1.0
66,1,102336,58,4790,1,0,2,2,1,2,0.0,0,2.8632912211094657,0,0,222,0,,
52,1,80110,92,3842,4,4,3,0,0,2,0.9984059511158342,2,4.238338446254377,2,0,170,1,,
62,1,51283,23,4511,1,0,0,0,2,2,2.0,2,3.3133161353118883,0,2,167,0,,
24,1,32300,59,1691,3,0,0,4,0,2,1.0,2,4.105916376291082,2,0,236,1,,
43,2,21894,5,4873,1,3,4,4,1,1,1.0,1,3.728487594119304,0,0,261,1,,
62,1,58059,7,3864,2,0,2,3,2,0,0.9984059511158342,0,4.5649082644138215,1,3,126,1,2023.0,1.0
46,0,73276,48,493,3,2,2,4,1,2,1.0,2,4.492382875479456,3,3,208,1,,
61,1,35739,15,863,1,3,1,0,2,2,2.0,0,1.3488612169465115,0,3,145,1,,
53,0,82751,55,180,1,1,0,2,2,0,0.0,1,3.707133237017824,2,1,38,0,,
46,1,55725,14,322,2,1,0,0,0,0,0.0,2,1.5097288147808006,1,0,42,1,,
24,0,62940,10,2296,4,2,0,2,3,2,0.0,0,1.32040548534408,2,2,209,1,2023.0,1.0
52,2,108241,8,308,0,0,1,1,1,2,1.0,0,3.199783968303128,0,3,66,0,,
36,2,81407,68,4098,4,2,4,0,1,1,1.0,1,1.1354864595111622,2,2,176,1,,
57,0,49204,30,1073,2,4,1,2,0,2,1.0,2,1.6211697457745462,3,3,116,0,,
40,0,113743,55,4962,0,2,3,2,3,2,0.0,1,3.84506174778868,3,0,122,1,,
19,1,116129,82,3012,4,4,2,4,3,1,2.0,1,3.7464419427977935,1,3,105,1,,
21,1,110810,45,1645,0,2,0,4,3,2,0.9984059511158342,1,3.869371465911281,2,0,7,1,,
45,1,61723,55,4581,4,1,4,3,0,0,1.0,1,2.118484712445487,3,0,17,0,2023.0,1.0
55,0,102667,49,4159,2,3,1,4,0,2,1.0,1,2.3943798996088987,3,3,150,0,,
32,0,75030,19,926,4,0,1,3,0,0,0.0,1,4.326814705785557,1,1,253,0,,
50,1,70016,37,3083,1,0,2,4,3,1,2.0,2,3.672681710485581,1,1,173,0,2023.0,1.0
32,1,70131,88,2602,1,1,1,2,2,1,1.0,0,2.350654048932703,1,2,20,1,,
46,1,106787,62,907,1,2,2,0,1,0,2.0,0,3.187382236749259,2,0,72,0,,
53,1,24820,26,2698,3,4,3,3,0,2,1.0,2,3.4745840184929597,2,2,108,0,,
43,0,69222,17,1167,4,2,1,1,3,2,0.0,1,4.915439661284982,2,3,36,0,,
48,2,29032,88,4717,3,3,0,2,2,2,0.0,1,2.961816748579083,2,0,44,0,,
57,1,75781,48,2174,1,2,3,0,1,2,0.9984059511158342,0,2.689734375595076,1,2,121,1,,
58,0,36943,37,3727,4,3,4,0,0,2,0.0,2,1.417821091804205,2,3,259,0,,
19,2,58515,30,1748,2,0,3,3,3,0,1.0,0,3.29725015703406,0,2,47,1,,
57,2,64464,48,947,2,0,3,3,3,0,0.0,1,4.649808566811687,1,3,114,0,,
48,0,105195,38,2119,4,3,4,2,0,0,0.9984059511158342,1,3.3700529448587613,1,2,127,1,,
64,2,118662,2,1299,2,1,3,2,2,1,0.0,0,2.2534945222426024,2,2,159,0,,
69,0,108529,32,2944,2,1,0,3,2,2,0.0,1,3.942664377002503,1,2,12,0,,
42,1,62425,67,1452,3,1,0,4,0,1,2.0,2,4.767857741447047,3,0,168,1,,
23,1,90258,35,2026,1,1,1,4,0,2,2.0,2,2.370466092315292,1,2,86,1,,
30,1,55367,87,3246,1,2,3,3,2,1,2.0,1,3.37480696226192,0,0,133,0,,
43,1,107052,44,654,0,4,0,0,0,0,0.9984059511158342,1,1.1763871142669315,0,2,235,0,,
62,1,102600,8,672,3,1,4,4,2,1,1.0,2,1.2266109547139237,0,1,21,0,2023.0,1.0
20,0,26610,17,4625,2,3,2,2,3,1,0.9984059511158342,2,2.2069272734146272,0,1,4,1,,
39,2,51153,15,435,3,0,1,3,2,0,2.0,1,3.837760070234664,1,0,114,1,,
61,0,74816,43,4541,1,2,4,2,2,0,0.9984059511158342,0,4.517905417233216,1,2,89,0,,
54,1,118557,60,786,3,3,1,4,2,2,1.0,2,2.922481915676292,3,0,203,0,,
26,2,48555,82,4542,1,0,3,2,3,0,2.0,1,2.8604865303380507,3,1,181,1,,
20,0,44855,4,3658,1,1,3,2,0,2,0.0,1,2.8469028384136745,2,1,109,0,,
35,1,119187,72,970,0,1,0,0,0,0,0.0,2,3.30198289955542,3,0,257,0,,
64,1,48390,42,4805,0,0,3,3,0,0,2.0,1,4.436616304964967,2,0,59,1,,
55,0,28630,73,2466,3,3,4,1,3,1,2.0,2,4.22507668508854,0,2,4,0,,
56,2,30537,67,1255,1,1,4,0,2,0,0.9984059511158342,0,2.872728304216773,0,2,151,1,,
25,0,57010,30,4791,0,4,1,2,3,2,2.0,1,2.548733132193101,3,1,244,0,,
